file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/test/spec.js,Conditional Test Logic,"{'line': 8, 'column': 4, 'index': 213}","   6 |   before(() => app.start());
> 58 |       getAllDocs.mockImplementationOnce(() => getAllDocs('random-string'));
     |                                              ^ Lazy Test
  59 |       const expectedError = new Error('Incorrect database!');
  60 |       // Execute
  61 |       middleware(Actions.getAllContacts()).then(() => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Lazy Test,"{'line': 77, 'column': 8, 'index': 2556}","  75 |       getAllDocs.mockImplementationOnce(() => Promise.reject(unknownError));
  76 |       middleware(Actions.getAllContacts()).then(() =>
> 77 |         getAllDocs().catch(err => {
     |        ^ Lazy Test
  78 |           expect(next).toHaveBeenCalled();
  79 |           expect(next).toHaveBeenCalledWith({
  80 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Lazy Test,"{'line': 113, 'column': 8, 'index': 3596}","  111 |       // Execute
  112 |       middleware(Actions.saveContact(newContact)).then(() =>
> 113 |         saveDoc('contacts', newContact).then(data => {
      |        ^ Lazy Test
  114 |           // Expect
  115 |           expect(data).toEqual([...mockData.contactsRecords, newContact]);
  116 |         })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Lazy Test,"{'line': 132, 'column': 8, 'index': 4129}","  130 |       // Execute
  131 |       middleware(action).then(() =>
> 132 |         saveDoc('contacts', newContact).then(data => {
      |        ^ Lazy Test
  133 |           // Expect calling next
  134 |           expect(next.mock.calls.length).toBe(1);
  135 |           expect(next).toHaveBeenCalledWith("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Lazy Test,"{'line': 164, 'column': 15, 'index': 5205}","  162 |         const dbError = new Error('No database found!');
  163 |         const docError = new Error('No doc found!');
> 164 |         expect(saveDoc()).rejects.toEqual(dbError);
      |               ^ Lazy Test
  165 |         expect(saveDoc('invoices')).rejects.toEqual(docError);
  166 |       });
  167 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Lazy Test,"{'line': 199, 'column': 8, 'index': 6298}","  197 |       // Execute
  198 |       middleware(action).then(() =>
> 199 |         deleteDoc('contacts', contactID).then(data => {
      |        ^ Lazy Test
  200 |           expect(data).toEqual([]);
  201 |         })
  202 |       );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Lazy Test,"{'line': 211, 'column': 8, 'index': 6640}","  209 |       // Execute
  210 |       middleware(action).then(() =>
> 211 |         deleteDoc('contacts', contactID).then(data => {
      |        ^ Lazy Test
  212 |           // Call next after the promised is returned
  213 |           expect(next.mock.calls.length).toBe(1);
  214 |           expect(next).toHaveBeenCalledWith("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Magic Number,"{'line': 43, 'column': 48, 'index': 1396}","  41 |       middleware(action).then(() => {
  42 |         // Never call dispatch
> 43 |         expect(dispatch.mock.calls.length).toBe(0);
     |                                                ^ Magic Number
  44 |         // Calling next with resolved data
  45 |         return getAllDocs('contacts').then(data => {
  46 |           expect(next.mock.calls.length).toBe(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Magic Number,"{'line': 46, 'column': 46, 'index': 1542}","  44 |         // Calling next with resolved data
  45 |         return getAllDocs('contacts').then(data => {
> 46 |           expect(next.mock.calls.length).toBe(1);
     |                                              ^ Magic Number
  47 |           expect(next).toHaveBeenCalledWith(
  48 |             Object.assign({}, action, {
  49 |               payload: data,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Magic Number,"{'line': 134, 'column': 46, 'index': 4255}","  132 |         saveDoc('contacts', newContact).then(data => {
  133 |           // Expect calling next
> 134 |           expect(next.mock.calls.length).toBe(1);
      |                                              ^ Magic Number
  135 |           expect(next).toHaveBeenCalledWith(
  136 |             Object.assign({}, action, {
  137 |               payload: ["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Magic Number,"{'line': 144, 'column': 50, 'index': 4579}","  142 |           );
  143 |           // Dispatch success notification
> 144 |           expect(dispatch.mock.calls.length).toBe(1);
      |                                                  ^ Magic Number
  145 |           expect(dispatch).toHaveBeenCalledWith({
  146 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  147 |             payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Magic Number,"{'line': 213, 'column': 46, 'index': 6788}","  211 |         deleteDoc('contacts', contactID).then(data => {
  212 |           // Call next after the promised is returned
> 213 |           expect(next.mock.calls.length).toBe(1);
      |                                              ^ Magic Number
  214 |           expect(next).toHaveBeenCalledWith(
  215 |             Object.assign({}, action, {
  216 |               payload: [],"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Magic Number,"{'line': 220, 'column': 50, 'index': 7025}","  218 |           );
  219 |           // Dispatch success notification
> 220 |           expect(dispatch.mock.calls.length).toBe(1);
      |                                                  ^ Magic Number
  221 |           expect(dispatch).toHaveBeenCalledWith({
  222 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  223 |             payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 42, 'column': 2, 'index': 650}","  40 |
  41 | it('should return correct subtotal value', () => {
> 42 |   expect(getInvoiceValue(data1).subtotal).toEqual(200);
     |  ^ Duplicate Assert
  43 |   expect(getInvoiceValue(data1).subtotal).not.toEqual(100);
  44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 43, 'column': 2, 'index': 706}","  41 | it('should return correct subtotal value', () => {
  42 |   expect(getInvoiceValue(data1).subtotal).toEqual(200);
> 43 |   expect(getInvoiceValue(data1).subtotal).not.toEqual(100);
     |  ^ Duplicate Assert
  44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
  46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 44, 'column': 2, 'index': 766}","  42 |   expect(getInvoiceValue(data1).subtotal).toEqual(200);
  43 |   expect(getInvoiceValue(data1).subtotal).not.toEqual(100);
> 44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
     |  ^ Duplicate Assert
  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
  46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);
  47 |   expect(getInvoiceValue(data3).subtotal).not.toEqual(310);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 45, 'column': 2, 'index': 822}","  43 |   expect(getInvoiceValue(data1).subtotal).not.toEqual(100);
  44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
> 45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
     |  ^ Duplicate Assert
  46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);
  47 |   expect(getInvoiceValue(data3).subtotal).not.toEqual(310);
  48 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 46, 'column': 2, 'index': 882}","  44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
> 46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);
     |  ^ Duplicate Assert
  47 |   expect(getInvoiceValue(data3).subtotal).not.toEqual(310);
  48 | });
  49 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 47, 'column': 2, 'index': 938}","  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
  46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);
> 47 |   expect(getInvoiceValue(data3).subtotal).not.toEqual(310);
     |  ^ Duplicate Assert
  48 | });
  49 |
  50 | it('should return correct discount', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 51, 'column': 2, 'index': 1048}","  49 |
  50 | it('should return correct discount', () => {
> 51 |   expect(getInvoiceValue(data1).discount).toEqual(100);
     |  ^ Duplicate Assert
  52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 52, 'column': 2, 'index': 1104}","  50 | it('should return correct discount', () => {
  51 |   expect(getInvoiceValue(data1).discount).toEqual(100);
> 52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
     |  ^ Duplicate Assert
  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
  55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 53, 'column': 2, 'index': 1164}","  51 |   expect(getInvoiceValue(data1).discount).toEqual(100);
  52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
> 53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
     |  ^ Duplicate Assert
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
  55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);
  56 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 54, 'column': 2, 'index': 1219}","  52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
> 54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
     |  ^ Duplicate Assert
  55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);
  56 | });
  57 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 59, 'column': 2, 'index': 1391}","  57 |
  58 | it('should return correct tax value', () => {
> 59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
     |  ^ Duplicate Assert
  60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 60, 'column': 2, 'index': 1447}","  58 | it('should return correct tax value', () => {
  59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
> 60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
     |  ^ Duplicate Assert
  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);
  63 |   expect(getInvoiceValue(data3).taxAmount).toEqual(undefined);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Duplicate Assert,"{'line': 61, 'column': 2, 'index': 1507}","  59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
  60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
> 61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
     |  ^ Duplicate Assert
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);
  63 |   expect(getInvoiceValue(data3).taxAmount).toEqual(undefined);
  64 | });"
