file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/helpers/__tests__/slack.test.js,Conditional Test Logic,"{'line': 15, 'column': 10, 'index': 348}","  13 |       beforeEach(async () => {
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 154, 'column': 12, 'index': 4462}","  152 |               _.cloneDeep(require('./fixtures/binance-exchange-info.json'))
  153 |             ),
> 154 |             3600
      |            ^ Magic Number
  155 |           );
  156 |         });
  157 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 165, 'column': 12, 'index': 4808}","  163 |               require('./fixtures/binance-cached-exchange-symbols.json')
  164 |             ),
> 165 |             3600
      |            ^ Magic Number
  166 |           );
  167 |         });
  168 |       });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 227, 'column': 12, 'index': 6852}","  225 |               _.cloneDeep(require('./fixtures/binance-exchange-info.json'))
  226 |             ),
> 227 |             3600
      |            ^ Magic Number
  228 |           );
  229 |         });
  230 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 238, 'column': 12, 'index': 7210}","  236 |               require('./fixtures/binance-cached-exchange-symbols.json')
  237 |             ),
> 238 |             3600
      |            ^ Magic Number
  239 |           );
  240 |         });
  241 |       });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 298, 'column': 10, 'index': 9036}","  296 |             _.cloneDeep(require('./fixtures/binance-exchange-info.json'))
  297 |           ),
> 298 |           3600
      |          ^ Magic Number
  299 |         );
  300 |       });
  301 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 309, 'column': 10, 'index': 9362}","  307 |             require('./fixtures/binance-cached-exchange-symbols.json')
  308 |           ),
> 309 |           3600
      |          ^ Magic Number
  310 |         );
  311 |       });
  312 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 939, 'column': 8, 'index': 25966}","  937 |         'BTCUSDT-disable-action',
  938 |         JSON.stringify({ some: 'reason' }),
> 939 |         60
      |        ^ Magic Number
  940 |       );
  941 |     });
  942 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 2105, 'column': 8, 'index': 57930}","  2103 |         'trailing-trade-common',
  2104 |         'number-of-buy-open-orders',
> 2105 |         2
       |        ^ Magic Number
  2106 |       );
  2107 |     });
  2108 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 2172, 'column': 37, 'index': 59741}","  2170 |
  2171 |       it('returns expected value', () => {
> 2172 |         expect(result).toStrictEqual(3);
       |                                     ^ Magic Number
  2173 |       });
  2174 |     });
  2175 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 2197, 'column': 37, 'index': 60427}","  2195 |
  2196 |       it('returns expected value', () => {
> 2197 |         expect(result).toStrictEqual(0);
       |                                     ^ Magic Number
  2198 |       });
  2199 |     });
  2200 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 2268, 'column': 8, 'index': 62126}","  2266 |         'trailing-trade-common',
  2267 |         'number-of-open-trades',
> 2268 |         2
       |        ^ Magic Number
  2269 |       );
  2270 |     });
  2271 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 2295, 'column': 37, 'index': 62845}","  2293 |
  2294 |       it('returns expected value', () => {
> 2295 |         expect(result).toStrictEqual(3);
       |                                     ^ Magic Number
  2296 |       });
  2297 |     });
  2298 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 2320, 'column': 37, 'index': 63524}","  2318 |
  2319 |       it('returns expected value', () => {
> 2320 |         expect(result).toStrictEqual(0);
       |                                     ^ Magic Number
  2321 |       });
  2322 |     });
  2323 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 3675, 'column': 37, 'index': 100390}","  3673 |
  3674 |       it('returns expected value', () => {
> 3675 |         expect(result).toStrictEqual(0);
       |                                     ^ Magic Number
  3676 |       });
  3677 |     });
  3678 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTradeHelper/__tests__/common.test.js,Magic Number,"{'line': 3706, 'column': 37, 'index': 101237}","  3704 |
  3705 |       it('returns expected value', () => {
> 3706 |         expect(result).toStrictEqual(10);
       |                                     ^ Magic Number
  3707 |       });
  3708 |     });
  3709 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/remove-last-buy-price.test.js,Conditional Test Logic,"{'line': 301, 'column': 10, 'index': 9596}","  299 |
  300 |         mockGetGridTradeOrder = jest.fn().mockImplementation((_logger, key) => {
> 301 |           if (key === 'BTCUPUSDT-grid-trade-last-sell-order') {
      |          ^ Conditional Test Logic
  302 |             return { orderId: 123 };
  303 |           }
  304 |           return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/remove-last-buy-price.test.js,Conditional Test Logic,"{'line': 857, 'column': 8, 'index': 26362}","  855 |           }
  856 |         }
> 857 |       ].forEach(test => {
      |        ^ Conditional Test Logic
  858 |         describe(`${test.symbol}`, () => {
  859 |           beforeEach(async () => {
  860 |             mockArchiveSymbolGridTrade = jest"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/remove-last-buy-price.test.js,Conditional Test Logic,"{'line': 896, 'column': 10, 'index': 27643}","  894 |           });
  895 |
> 896 |           if (
      |          ^ Conditional Test Logic
  897 |             test.rawData.symbolConfiguration.botOptions.autoTriggerBuy.enabled
  898 |           ) {
  899 |             it('triggers saveOverrideAction', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/place-manual-trade.test.js,Conditional Test Logic,"{'line': 703, 'column': 4, 'index': 18166}","  701 |       }
  702 |     }
> 703 |   ].forEach(testData => {
      |    ^ Conditional Test Logic
  704 |     describe(`${testData.desc}`, () => {
  705 |       beforeEach(async () => {
  706 |         mockGetAndCacheOpenOrdersForSymbol = jest"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js,Conditional Test Logic,"{'line': 730, 'column': 8, 'index': 21387}","  728 |           }
  729 |         }
> 730 |       ].forEach(t => {
      |        ^ Conditional Test Logic
  731 |         describe(`${t.symbol}`, () => {
  732 |           beforeEach(async () => {
  733 |             const step = require('../place-buy-order');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js,Conditional Test Logic,"{'line': 1063, 'column': 8, 'index': 31744}","  1061 |           }
  1062 |         }
> 1063 |       ].forEach(t => {
       |        ^ Conditional Test Logic
  1064 |         describe(`${t.symbol}`, () => {
  1065 |           beforeEach(async () => {
  1066 |             const step = require('../place-buy-order');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js,Conditional Test Logic,"{'line': 1825, 'column': 10, 'index': 56624}","  1823 |             }
  1824 |           }
> 1825 |         ].forEach(t => {
       |          ^ Conditional Test Logic
  1826 |           describe(`${t.symbol}`, () => {
  1827 |             beforeEach(async () => {
  1828 |               binanceMock.client.order = jest"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js,Conditional Test Logic,"{'line': 2353, 'column': 10, 'index': 73996}","  2351 |             }
  2352 |           }
> 2353 |         ].forEach(t => {
       |          ^ Conditional Test Logic
  2354 |           describe(`${t.symbol}`, () => {
  2355 |             beforeEach(async () => {
  2356 |               binanceMock.client.order = jest"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/get-symbol-info.test.js,Conditional Test Logic,"{'line': 86, 'column': 10, 'index': 2530}","  84 |       beforeEach(async () => {
  85 |         cache.hget = jest.fn().mockImplementation((hash, key) => {
> 86 |           if (hash === 'trailing-trade-common' && key === 'exchange-info') {
     |          ^ Conditional Test Logic
  87 |             return JSON.stringify(
  88 |               require('./fixtures/binance-exchange-info.json')
  89 |             );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/get-symbol-info.test.js,Magic Number,"{'line': 123, 'column': 10, 'index': 3621}","  121 |             require('./fixtures/binance-cached-exchange-info.json')
  122 |           ),
> 123 |           3600
      |          ^ Magic Number
  124 |         );
  125 |       });
  126 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/get-symbol-info.test.js,Magic Number,"{'line': 193, 'column': 10, 'index': 5635}","  191 |             require('./fixtures/binance-cached-exchange-info.json')
  192 |           ),
> 193 |           3600
      |          ^ Magic Number
  194 |         );
  195 |       });
  196 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/get-indicators.test.js,Conditional Test Logic,"{'line': 25, 'column': 6, 'index': 526}","  23 |   const mockLatestCandle = close => {
  24 |     cacheMock.hget = jest.fn().mockImplementation((hash, key) => {
> 25 |       if (
     |      ^ Conditional Test Logic
  26 |         hash === 'trailing-trade-symbols' &&
  27 |         key === 'BTCUSDT-latest-candle'
  28 |       ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/get-indicators.test.js,Conditional Test Logic,"{'line': 35, 'column': 6, 'index': 742}","  33 |       }
  34 |
> 35 |       if (hash === 'trailing-trade-tradingview' && key === 'BTCUSDT') {
     |      ^ Conditional Test Logic
  36 |         return JSON.stringify({
  37 |           request: {
  38 |             symbol: 'BTCUSDT',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/get-indicators.test.js,Conditional Test Logic,"{'line': 65, 'column': 8, 'index': 1488}","  63 |       .fn()
  64 |       .mockImplementation((_logger, collectionName, _query, _params) => {
> 65 |         if (collectionName === 'trailing-trade-candles') {
     |        ^ Conditional Test Logic
  66 |           return [
  67 |             {
  68 |               interval: '1h',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/get-indicators.test.js,Conditional Test Logic,"{'line': 3323, 'column': 10, 'index': 101564}","  3321 |
  3322 |         cacheMock.hget = jest.fn().mockImplementation((hash, key) => {
> 3323 |           if (
       |          ^ Conditional Test Logic
  3324 |             hash === 'trailing-trade-symbols' &&
  3325 |             key === 'BTCUSDT-latest-candle'
  3326 |           ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-manual-order.test.js,Conditional Test Logic,"{'line': 298, 'column': 8, 'index': 8803}","  296 |           expectedCalculateLastBuyPrice: false
  297 |         }
> 298 |       ].forEach(testData => {
      |        ^ Conditional Test Logic
  299 |         describe(`${testData.desc}`, () => {
  300 |           beforeEach(async () => {
  301 |             jest.mock('../../../trailingTradeHelper/configuration', () => ({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-manual-order.test.js,Conditional Test Logic,"{'line': 331, 'column': 10, 'index': 9881}","  329 |           });
  330 |
> 331 |           if (testData.expectedCalculateLastBuyPrice) {
      |          ^ Conditional Test Logic
  332 |             it('triggers calculateLastBuyPrice', () => {
  333 |               expect(mockCalculateLastBuyPrice).toHaveBeenCalledWith(
  334 |                 loggerMock,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-manual-order.test.js,Conditional Test Logic,"{'line': 476, 'column': 8, 'index': 14066}","  474 |           ]
  475 |         }
> 476 |       ].forEach(testData => {
      |        ^ Conditional Test Logic
  477 |         describe(`${testData.desc}`, () => {
  478 |           beforeEach(async () => {
  479 |             mockGetManualOrders = jest"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-manual-order.test.js,Conditional Test Logic,"{'line': 546, 'column': 8, 'index': 16155}","  544 |           ]
  545 |         }
> 546 |       ].forEach(testData => {
      |        ^ Conditional Test Logic
  547 |         describe(`${testData.desc}`, () => {
  548 |           beforeEach(async () => {
  549 |             mockGetManualOrders = jest"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 411, 'column': 8, 'index': 12955}","  409 |           })
  410 |         )
> 411 |       ].forEach(t => {
      |        ^ Conditional Test Logic
  412 |         describe(`${t.desc}`, () => {
  413 |           beforeEach(async () => {
  414 |             jest.mock('../../../trailingTradeHelper/common', () => ({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 431, 'column': 16, 'index': 13788}","  429 |               .fn()
  430 |               .mockImplementation((_logger, symbol, side) => {
> 431 |                 if (
      |                ^ Conditional Test Logic
  432 |                   `${t.symbol}-grid-trade-last-buy-order` ===
  433 |                   `${symbol}-grid-trade-last-${side}-order`
  434 |                 ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 522, 'column': 10, 'index': 16785}","  520 |           });
  521 |
> 522 |           if (t.lastBuyOrder === null) {
      |          ^ Conditional Test Logic
  523 |             // If last order is not found
  524 |             it('does not trigger deleteGridTradeOrder as order not found', () => {
  525 |               expect(mockDeleteGridTradeOrder).not.toHaveBeenCalled();"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 545, 'column': 17, 'index': 17679}","  543 |               ).not.toHaveBeenCalled();
  544 |             });
> 545 |           } else if (t.lastBuyOrder.status.includes('PARTIALLY_FILLED')) {
      |                 ^ Conditional Test Logic
  546 |             // do filled thing
  547 |             it('triggers calculated last buy price as order partially filled', () => {
  548 |               expect(mockCalculateLastBuyPrice).toHaveBeenCalledWith("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 595, 'column': 17, 'index': 19624}","  593 |               );
  594 |             });
> 595 |           } else if (t.lastBuyOrder.status.includes('FILLED')) {
      |                 ^ Conditional Test Logic
  596 |             // do filled thing
  597 |             it('triggers calculated last buy price as order filled', () => {
  598 |               expect(mockCalculateLastBuyPrice).toHaveBeenCalledWith("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 656, 'column': 12, 'index': 21717}","  654 |             });
  655 |
> 656 |             if (t.notifyOrderExecute === true) {
      |            ^ Conditional Test Logic
  657 |               it('triggers slack.sendMessage due to filled order', () => {
  658 |                 expect(slackMock.sendMessage).toHaveBeenCalledWith(
  659 |                   expect.stringContaining('Order Filled'),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 677, 'column': 17, 'index': 22518}","  675 |               });
  676 |             }
> 677 |           } else if (
      |                 ^ Conditional Test Logic
  678 |             ['CANCELED', 'REJECTED', 'EXPIRED', 'PENDING_CANCEL'].includes(
  679 |               t.lastBuyOrder.status
  680 |             ) === true"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 712, 'column': 12, 'index': 23809}","  710 |             });
  711 |
> 712 |             if (t.notifyOrderExecute === true) {
      |            ^ Conditional Test Logic
  713 |               it('triggers slack.sendMessage due to cancelled order', () => {
  714 |                 expect(slackMock.sendMessage).toHaveBeenCalledWith(
  715 |                   expect.stringContaining('Order Removed'),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 977, 'column': 8, 'index': 32145}","  975 |           })
  976 |         )
> 977 |       ].forEach((t, index) => {
      |        ^ Conditional Test Logic
  978 |         describe(`${t.desc}`, () => {
  979 |           beforeEach(async () => {
  980 |             jest.mock('../../../trailingTradeHelper/common', () => ({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 997, 'column': 16, 'index': 32987}","   995 |               .fn()
   996 |               .mockImplementation((_logger, symbol, side) => {
>  997 |                 if (
       |                ^ Conditional Test Logic
   998 |                   `${t.symbol}-grid-trade-last-sell-order` ===
   999 |                   `${symbol}-grid-trade-last-${side}-order`
  1000 |                 ) {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 1088, 'column': 10, 'index': 35949}","  1086 |           });
  1087 |
> 1088 |           if (t.lastSellOrder === null) {
       |          ^ Conditional Test Logic
  1089 |             // If last order is not found
  1090 |             it('does not trigger deleteGridTradeOrder as order not found', () => {
  1091 |               expect(mockDeleteGridTradeOrder).not.toHaveBeenCalled();"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 1101, 'column': 17, 'index': 36488}","  1099 |               expect(mockSaveOrderStats).not.toHaveBeenCalled();
  1100 |             });
> 1101 |           } else if (t.lastSellOrder.status.includes('PARTIALLY_FILLED')) {
       |                 ^ Conditional Test Logic
  1102 |             // do filled thing
  1103 |
  1104 |             it('triggers save symbol grid trade as order partially filled', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 1140, 'column': 17, 'index': 37989}","  1138 |               );
  1139 |             });
> 1140 |           } else if (t.lastSellOrder.status.includes('FILLED')) {
       |                 ^ Conditional Test Logic
  1141 |             // do filled thing
  1142 |
  1143 |             it('triggers save symbol grid trade as order filled', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Conditional Test Logic,"{'line': 1196, 'column': 17, 'index': 39923}","  1194 |               );
  1195 |             });
> 1196 |           } else if (
       |                 ^ Conditional Test Logic
  1197 |             ['CANCELED', 'REJECTED', 'EXPIRED', 'PENDING_CANCEL'].includes(
  1198 |               t.lastSellOrder.status
  1199 |             ) === true"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Magic Number,"{'line': 631, 'column': 16, 'index': 20971}","  629 |                   canRemoveLastBuyPrice: false
  630 |                 },
> 631 |                 20
      |                ^ Magic Number
  632 |               );
  633 |             });
  634 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/trailingTrade/step/__tests__/ensure-grid-trade-order-executed.test.js,Magic Number,"{'line': 1176, 'column': 16, 'index': 39323}","  1174 |                   canRemoveLastBuyPrice: true
  1175 |                 },
> 1176 |                 20
       |                ^ Magic Number
  1177 |               );
  1178 |             });
  1179 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/__tests__/trailingTradeIndicator.test.js,Conditional Test Logic,"{'line': 57, 'column': 6, 'index': 1450}","  55 |
  56 |     mockExecute = jest.fn((funcLogger, symbol, jobPayload) => {
> 57 |       if (!funcLogger || !symbol || !jobPayload) return false;
     |      ^ Conditional Test Logic
  58 |       return jobPayload.processFn();
  59 |     });
  60 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/__tests__/trailingTradeIndicator.test.js,Conditional Test Logic,"{'line': 156, 'column': 6, 'index': 3876}","  154 |   beforeEach(async () => {
  155 |     config.get = jest.fn(key => {
> 156 |       switch (key) {
      |      ^ Conditional Test Logic
  157 |         case 'featureToggle':
  158 |           return {
  159 |             notifyOrderConfirm: true,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/cronjob/__tests__/trailingTrade.test.js,Conditional Test Logic,"{'line': 74, 'column': 8, 'index': 1923}","  72 |     beforeEach(() => {
  73 |       mockConfigGet = jest.fn(key => {
> 74 |         if (key === 'featureToggle') {
     |        ^ Conditional Test Logic
  75 |           return {
  76 |             feature1Enabled: true
  77 |           };"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/user.test.js,Conditional Test Logic,"{'line': 28, 'column': 8, 'index': 666}","  26 |
  27 |       mockExecute = jest.fn((funcLogger, symbol, jobPayload) => {
> 28 |         if (!funcLogger || !symbol || !jobPayload) return false;
     |        ^ Conditional Test Logic
  29 |         return jobPayload.preprocessFn();
  30 |       });
  31 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/user.test.js,Magic Number,"{'line': 142, 'column': 10, 'index': 4072}","  140 |           loggerMock,
  141 |           [{ asset: 'ADA', free: '0.00000000', locked: '13.82000000' }],
> 142 |           1625585531721
      |          ^ Magic Number
  143 |         );
  144 |       });
  145 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/user.test.js,Magic Number,"{'line': 558, 'column': 12, 'index': 19976}","  556 |             loggerMock,
  557 |             'ETHUSDT',
> 558 |             7479643460
      |            ^ Magic Number
  559 |           );
  560 |         });
  561 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/user.test.js,Magic Number,"{'line': 656, 'column': 12, 'index': 23588}","  654 |             loggerMock,
  655 |             'ETHUSDT',
> 656 |             7479643460
      |            ^ Magic Number
  657 |           );
  658 |         });
  659 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/user.test.js,Magic Number,"{'line': 664, 'column': 12, 'index': 23791}","  662 |             loggerMock,
  663 |             'ETHUSDT',
> 664 |             7479643460,
      |            ^ Magic Number
  665 |             {
  666 |               cummulativeQuoteQty: '0.00000000',
  667 |               executedQty: '0.00000000',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/tickers.test.js,Conditional Test Logic,"{'line': 37, 'column': 8, 'index': 904}","  35 |
  36 |       mockExecute = jest.fn((funcLogger, symbol, jobPayload) => {
> 37 |         if (!funcLogger || !symbol || !jobPayload) return false;
     |        ^ Conditional Test Logic
  38 |         return jobPayload.preprocessFn();
  39 |       });
  40 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/orders.test.js,Magic Number,"{'line': 137, 'column': 56, 'index': 3912}","  135 |
  136 |       it('triggers clearInterval', () => {
> 137 |         expect(spyOnClearInterval).toHaveBeenCalledWith(33);
      |                                                        ^ Magic Number
  138 |       });
  139 |     });
  140 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/candles.test.js,Conditional Test Logic,"{'line': 59, 'column': 8, 'index': 1500}","  57 |
  58 |       mockExecute = jest.fn((funcLogger, symbol, jobPayload) => {
> 59 |         if (!funcLogger || !symbol || !jobPayload) return false;
     |        ^ Conditional Test Logic
  60 |         return jobPayload.preprocessFn();
  61 |       });
  62 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/candles.test.js,Conditional Test Logic,"{'line': 162, 'column': 8, 'index': 4466}","  160 |         const { symbol } = options;
  161 |
> 162 |         if (symbol === 'ETHBTC') {
      |        ^ Conditional Test Logic
  163 |           return [
  164 |             {
  165 |               openTime: 1508328900000,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/binance/__tests__/ath-candles.test.js,Conditional Test Logic,"{'line': 169, 'column': 10, 'index': 4826}","  167 |           const { symbol } = options;
  168 |
> 169 |           if (symbol === 'ETHBTC') {
      |          ^ Conditional Test Logic
  170 |             return [
  171 |               {
  172 |                 openTime: 1508328900000,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-frontend.test.js,Conditional Test Logic,"{'line': 90, 'column': 6, 'index': 2517}","  88 |
  89 |     mockExpressUse = jest.fn().mockImplementation(async fn => {
> 90 |       if (fn.name === 'compression') {
     |      ^ Conditional Test Logic
  91 |         mockCompression();
  92 |       } else if (fn.name === 'corsMiddleware') {
  93 |         mockCors();"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-frontend.test.js,Conditional Test Logic,"{'line': 92, 'column': 13, 'index': 2590}","  90 |       if (fn.name === 'compression') {
  91 |         mockCompression();
> 92 |       } else if (fn.name === 'corsMiddleware') {
     |             ^ Conditional Test Logic
  93 |         mockCors();
  94 |       } else if (fn.name === 'fileUpload') {
  95 |         mockFileUpload();"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-frontend.test.js,Conditional Test Logic,"{'line': 94, 'column': 13, 'index': 2659}","  92 |       } else if (fn.name === 'corsMiddleware') {
  93 |         mockCors();
> 94 |       } else if (fn.name === 'fileUpload') {
     |             ^ Conditional Test Logic
  95 |         mockFileUpload();
  96 |       } else if (fn.name === 'attachmentMiddleware') {
  97 |         await fn("
